identifier,trip_id,speed_avg,speed_urban_avg,speed_highway_avg,speed_rural_avg,acc_avg,acc_urban,acc_highway,acc_rural,duration,duration_urban,duration_highway,duration_rural,duration_driving,duration_driving_urban,duration_driving_highway,duration_driving_rural,distance_total,distance_urban,distance_highway,distance_rural,obd_fuel_consumption
ecodriver008,3369E491-DB7C-4C79-9FA4-08218D92180E,55.27090103397346,55.185742574257446,0.0,55.28583333333338,0.7298422712933756,0.6378947368421064,0.0,0.7423655913978495,691.0,101.0,0.0,590.0,677.0,101.0,0.0,576.0,10.265343075523663,1.547199831698934,0.0,8.718143243824727,5.114190903767324
ecodriver008,371497A6-F301-4D8F-A25F-0047059CC6E2,30.14159090909096,36.89627586206901,0.0,26.04356028908336,0.935879396984925,1.0088888888888898,0.0,0.8857627118644069,483.0,145.0,0.0,338.0,384.0,145.0,0.0,239.0,3.214997924944829,1.4812783253042183,0.0,1.7337195996406096,5.816023738872404
ecodriver008,3866853E-580D-4164-AF0F-8CDC88396C99,36.76296471134506,33.24586591293328,0.0,40.118728702490245,1.325370938074801,1.4387161736941472,0.0,1.217716676628811,1025.0,547.0,0.0,478.0,852.0,416.0,0.0,436.0,8.685986813821406,3.839294024967764,0.0,4.846692788853637,6.177156177156177
ecodriver008,44E1AB47-B887-4EE0-953E-C40D1938BE06,33.69633579845285,30.228181818181824,0.0,35.66959582171051,1.2220769997282364,1.4650746268656714,0.0,1.0897124386045922,525.0,141.0,0.0,384.0,364.0,132.0,0.0,232.0,3.4793172838370072,1.1008195860033498,0.0,2.378497697833656,7.949545321208566
ecodriver008,49F81FE8-EA52-4E63-BE27-E05D1D8E06E3,26.58,21.666000000000004,0.0,28.27448275862069,0.7500000000000006,1.3107692307692322,0.0,0.4800000000000001,93.0,35.0,0.0,58.0,78.0,20.0,0.0,58.0,0.5411707683815857,0.109786024771327,0.0,0.4313847436102586,5.797101449275361
ecodriver008,4E10D4F7-6CE2-4034-A935-8AB7004E727C,40.22779003553205,41.158892958893055,0.0,39.88886857142864,0.8896629213483147,0.9638461538461544,0.0,0.8590476190476192,1128.0,310.0,0.0,818.0,1023.0,273.0,0.0,750.0,11.43855737829522,3.096008548346953,0.0,8.342548829948257,5.174563591022444
ecodriver008,4F452407-B309-4E40-9F93-C37B41440854,32.498170391061464,0.0,0.0,32.498170391061464,0.8684536082474229,0.0,0.0,0.8684536082474229,306.0,0.0,0.0,306.0,179.0,0.0,0.0,179.0,1.4648566845211466,0.0,0.0,1.4648566845211466,6.6793893129771
ecodriver008,52764F3A-6114-4487-AA65-896370B7FF5D,37.31158441558446,26.25549295774652,0.0,43.7723456790124,1.5777777777777784,2.0856338028169024,0.0,1.2722033898305087,422.0,164.0,0.0,258.0,385.0,142.0,0.0,243.0,3.9804778135523273,1.0249753044877803,0.0,2.9555025090645484,6.090616489230008
ecodriver008,57F288DF-6496-469D-8151-B10BA1CAE9BD,35.93131227186923,36.64611550151988,0.0,34.75936744186059,1.3927655502392349,1.2700000000000002,0.0,1.5867654320987656,1455.0,887.0,0.0,568.0,1135.0,705.0,0.0,430.0,11.436109565452949,7.236334193770081,0.0,4.199775371682899,6.5286761535144455
ecodriver008,5AA62F69-2C15-424D-BB74-1F4CD512E03D,46.73426371379899,32.31999999999999,0.0,47.11226013986015,0.7335616438356168,1.3679999999999997,0.0,0.7110638297872345,674.0,15.0,0.0,659.0,587.0,15.0,0.0,572.0,7.6737446706211,0.1413335503903431,0.0,7.532411120230758,5.161716171617162
ecodriver008,5B22B988-115E-4A54-AF02-2829216FE20C,39.67263513513512,27.608815789473667,0.0,52.40666666666666,1.1207547169811312,0.9557142857142852,0.0,1.3055999999999983,155.0,101.0,0.0,54.0,111.0,57.0,0.0,54.0,1.2116946037632124,0.421959676489386,0.0,0.789734927273826,8.06697108066971
ecodriver008,64A3569D-AEA6-4ECD-93A6-96378DD645AB,31.94563712296984,37.054291525423736,0.0,28.385669291338587,1.36418410041841,1.148689655172414,0.0,1.487526315789474,679.0,252.0,0.0,427.0,431.0,177.0,0.0,254.0,4.011920740613463,1.8362032171167195,0.0,2.1757175234967425,7.354019056926459
